mmsi,imo,name,callsign,type,type_specific,country_iso,length,breadth,draught_max,gross_tonnage,deadweight,teu,year_built,speed_max
525010240,9113991,HAYUMI SEIKO 3,PNSJ,Tanker - Hazard A (Major),LPG Tanker,ID,100.23,14.8,5.9,3075.0,3821.0,,1995,12.0
525010251,,TB MAKMUR AGUNG,YDA4999,Tug,Tug,ID,15.0,6.0,,,,,,7.0
525010255,,TRANS POWER 242,YDA4239,Tug,Tug,ID,,,,,,,,
525010269,8840860,TIGA ANUGRAH,JZMN,Passenger,Passenger Ship,ID,41.2,10.0,,,,,1997,
525010296,,BOMAS SEJATI,YD3273,Tug,Tug,ID,28.0,8.0,,,,,,8.0
525010303,,TB.UNITED2015,YDB4606,Pleasure Craft,Pleasure Craft,ID,27.0,9.0,,,,,,4.0
525010314,,TB. UNITED 2016,YDB4660,Tug,Tug,ID,25.0,8.0,,,,,,12.0
525010317,9737424,SOLOMON DOLPHIN,YDA3702,Pleasure Craft,Tug,ID,,,2.2,158.0,,,2015,7.0
525010319,9737448,FERRAGAMO DOLPHIN,YDA3700,Tug,Tug,ID,16.0,6.0,,66.0,10.0,,2015,8.0
525010322,9772254,SEAGULL 201,YHVR,Tanker,Oil Products Tanker,ID,60.0,16.0,2.8,1148.0,2250.0,,2015,7.0
525010323,8890841,NARAYA,YCRV,Passenger,Ro-Ro or Passenger Ship,ID,74.0,15.0,,1199.0,249.0,,1995,15.0
525010326,,TB SABANG 39,YDA427,Tug,Tug,ID,30.0,6.0,,,,,,
525010327,9791432,SEAGULL 351,YBCE2,Tanker,Oil Products Tanker,ID,76.2,18.0,3.5,1997.0,3915.0,,2015,8.0
525010332,,CBKCT2202,YB5446,Passenger,Passenger,ID,,,,,,,,20.0
525010340,8502743,KUNIMI,YBGJ2,Tug,Supply Tender,ID,,,,343.0,240.0,,1985,
525010344,9541162,GIAT JAYA,YBHS2,Other,Multi Purpose Offshore Vessel,ID,58.3,13.8,3.4,1302.0,1687.0,,2009,6.0
525010345,9797840,SEA ROYAL 18,YBHX2,Tanker,Oil Products Tanker,ID,109.26,21.95,3.5,4198.0,7276.0,,2016,8.0
525010356,9021394,MUTIARA SENTOSA III,YBGF2,Passenger,Ro-Ro or Passenger Ship,ID,160.0,25.0,,9476.0,4101.0,,1992,16.0
525010368,,KM.BORNEO JAYA 1,PMXY,Cargo,Cargo,ID,40.0,8.0,,,,,,
525010379,8106109,MARINA VISION,YDA3415,Tug,Tug,ID,30.6,9.0,3.6,245.0,55.0,,1981,9.0
525010388,,TB.ASJAYA6,YDB4735,Tug,Tug,ID,,,,,,,,6.0
525010397,,TB ADAM TUG.1,YDA4409,Tug,Tug,ID,22.0,8.0,,,,,,6.0
525010399,,TB.AS JAYA 1,YDB4738,Tug,Tug,ID,34.0,11.0,,,,,,7.0
525010404,,TB AS PERFECT 3,YDB4338,Tug,Tug,ID,,,,,,,,4.0
525010406,,TB AS MARINA 1,YDA4562,Other,Other,ID,23.0,8.0,,,,,,5.0
525010410,9797852,SEA ROYAL 27,YBIR2,Tanker,Oil Products Tanker,ID,109.26,24.0,3.2,4198.0,7271.0,,2016,8.0
525011005,,SPOB ATNA ANDIMUS 08,YD4635,Pleasure Craft,Pleasure Craft,ID,,,,,,,,
525011017,8984680,SABANG MARINDO 2,YB3377,Passenger,Ro-Ro or Passenger Ship,ID,27.0,5.0,,177.0,36.0,,1999,
525011019,,PRIMA MILLENIUM 1,YDA4423,Tug,Tug,ID,22.0,6.0,,,,,,
525011051,8892356,PATRA TUNDA 3001,YHBN,,Tug,ID,,,,319.0,241.0,,1996,6.0
525011054,9160140,PATRA TUNDA 4201,SSD,Tug,Tug,ID,34.0,10.6,,413.0,422.0,,1996,
525011085,9549724,SPOB MELISSA I,PMRA,Fishing,Oil Products Tanker,ID,75.0,15.0,2.2,1312.0,2000.0,,2008,102.0
525011103,,TB PACITAN,YDA4251,Tug,Tug,ID,,,,,,,,7.0
525011110,9460344,COSMIC 10,PMAL,Tanker,Asphalt or Bitumen Tanker,ID,99.0,14.0,5.2,2997.0,4986.0,,2007,11.0
525011127,9020247,COSMIC 15,PMTN,Tanker,Oil Products Tanker,ID,64.33,10.02,3.7,495.0,1199.0,,1991,8.0
525011146,,AYU 138,PNRU,Pleasure Craft,Pleasure Craft,ID,87.0,18.0,,,,,,
525011160,,TERUS DAYA 29,YD3730,Tug,Tug,ID,28.0,8.0,,,,,,
525011166,8802911,BW JOKO TOLE,POGM,Other,Floating Storage or Production,ID,246.84,42.03,,53151.0,50071.0,,1988,
525012030,,TB.ENTEBE POWER 8,YDA6552,Tug,Tug,ID,26.0,6.0,,,,,,8.0
525012045,,SURYA INDAH,YC6050,Cargo,Cargo,ID,25.0,8.0,,,,,,8.0
525012052,9512070,TEKAD,YDA6514,Tug,Tug,ID,29.5,9.0,,249.0,168.0,,2009,9.0
525012063,,KT SEI DELI,YEQG,Tug,Tug,ID,32.0,9.0,,,,,,
525012070,,TB. KIJANG MAS ENAM,YDA4863,Tug,Tug,ID,,,,,,,,6.0
525012073,,MEGA02,YD3829,Tug,Tug,ID,45.0,8.0,,,,,,
525012076,8677471,GADING,YHDE,Tug,Tug,ID,32.0,9.0,,315.0,441.0,,2010,11.0
525012080,9539951,INTAN DAYA 3,PNTO,Cargo,General Cargo,ID,89.8,16.0,4.0,2994.0,4593.0,,2010,10.0
525012082,9397573,JNP 951,YD3343,Tug,Tug,ID,22.5,5.0,,121.0,50.0,,2006,8.0
525012084,8935471,TANJUNG BAHARI 8,YD4836,Tug,Tug,ID,23.17,7.0,,125.0,,,1997,8.0
525012086,8659302,BSP III,YDA4847,Tug,Tug,ID,24.0,7.0,,121.0,,,2009,
525012091,,BUANA SUCCESS 2,YD3889,Tug,Tug,ID,,,,,,,,
525012095,8421676,NOVA NAOMI,PNEL,Other,Oil Products Tanker,ID,93.0,16.0,0.7,3018.0,4819.0,,1987,8.0
525012103,9614799,MEUTIA ANDALAS VII,POBE,Cargo,Towing Vessel,ID,29.68,10.0,4.0,448.0,204.0,,2011,10.0
525012105,8608353,MEDELIN FIRST,PNYQ,Other,Cement Carrier,ID,114.8,17.53,,4911.0,7502.0,,1987,11.0
525012106,9118898,MARTHA GOLDEN,PNUG,Cargo,Cement Carrier,ID,117.31,18.8,6.9,5337.0,8581.0,,1995,12.0
525012107,8703737,PETRO OCEAN VII,YB5362,Tanker,Oil Products Tanker,ID,39.21,7.02,,220.0,330.0,,1987,8.0
525012111,,PATRA 1201 2301,YD3900,Tug,Tug,ID,4.0,6.0,,,,,,5.0
525012112,,PATRA 1202,YD3901,Tug,Tug,ID,27.0,8.0,,,,,,5.0
525012129,,TB BSI III,YD3918,Tug,Tug,ID,27.0,7.0,,,,,,5.0
525012132,7227449,KMP TENGGIRI,YB4299,Passenger,Ro-Ro or Passenger Ship,ID,36.76,10.22,,267.0,111.0,,1972,
525012139,,TB.DANNY 24,YDA6766,Tug,Tug,ID,30.0,10.0,,,,,,7.0
525012145,8737635,PETRO OCEAN III,PMNM,Tanker,Bunkering Tanker,ID,41.0,12.0,,471.0,772.0,,1987,
525012146,8738366,EKA BAHANA,PMPA,Tanker,Landing Craft,ID,54.35,10.0,3.0,481.0,,,2008,7.0
525012151,9640669,CALVIN I,YD3965,Tug,Tug,ID,28.05,9.0,3.1,254.0,,,2011,9.0
525012155,,TB.TERUS DAYA 51,YDA3007,Tug,Tug,ID,28.0,10.0,,,,,,5.0
525012178,,TB.CMPL 03,POID,Tug,Tug,ID,,,,,,,,
525012187,9647370,INTAN DAYA 5,POHV,Cargo,General Cargo,ID,81.91,15.0,4.6,1995.0,3283.0,,2011,10.0
525012191,9291107,KARTINI BARUNA,POIH,Other,Bulk Carrier,ID,225.0,32.26,13.0,38870.0,75698.0,,2005,14.0
525012198,8670772,PANCAR INDAH,POBS,Passenger,Landing Craft,ID,64.0,12.0,,649.0,,,2011,8.0
525012201,9219898,SARTIKA BARUNA,POSR,Cargo,Self Discharging Bulk Carrier,ID,141.4,24.0,6.9,11913.0,13517.0,,2000,9.0
525012215,7323308,BSP I,YFDW,Passenger,Ro-Ro or Passenger Ship,ID,97.39,18.04,,5057.0,1405.0,,1973,9.0
525012225,,FC.KTH GREEN GLOBAL,JZJO,Other,Other,ID,65.0,24.0,,,,,,3.0
525012232,9085754,BONTANG EXPRESS II,YHDZ,Passenger,Ro-Ro or Passenger Ship,ID,53.76,19.0,,2257.0,390.0,,1993,9.0
525012240,,TB RIMAU 1612,YDA3435,Tug,Tug,ID,29.0,8.0,,,,,,5.0
525012241,,TB RIMAU 1615,YDA3446,Tug,Tug,ID,24.0,8.0,,,,,,6.0
525012252,,TB.MARUTA V,YDA3477,Tug,Tug,ID,24.0,8.0,,,,,,8.0
525012255,8816431,HAFIDYAH,JZHR,Tanker,Oil Products Tanker,ID,75.54,11.2,,,,,,
525012259,9060340,ARMADA ASIA,,Tug,Tug,ID,22.4,6.7,,103.0,93.0,,1992,8.0
525012272,,TB. TITAN 11,YDA3616,Tug,Tug,ID,27.0,8.0,,,,,,5.0
525012279,9717565,KMP GILI IYANG,JZRC,Passenger,Passenger Ship,ID,56.02,14.0,,1029.0,1109.0,,2013,12.0
525012282,,NELLY 39,YDA6331,Tug,Tug,ID,24.0,8.0,,,,,,4.0
525012284,9243150,SUCCESS FORTUNE XL,JZRB,Tanker - Hazard A (Major),Crude Oil Tanker,ID,332.07,58.04,11.0,158993.0,298555.0,,2003,15.0
525012288,,FC. JOSHUA,JZMS,Other,Other,ID,,,,,,,,
525012289,9503897,TRANS POWER 162,YDA4466,Tug,Tug,ID,26.1,7.32,,163.0,135.0,,2008,7.0
525012291,,TB.GSL 09,YDA6647,Tug,Tug,ID,28.0,8.0,,,,,,7.0
525012307,9720342,HAFAR MERCURY,YDB4476,Tug,Tug,ID,29.0,8.6,,253.0,,,2013,6.0
525012318,9701396,AQUATIC DOLPHIN,YDA3524,Tanker,Tug,ID,26.0,8.0,4.0,203.0,179.0,,2014,8.0
525012321,9686950,WM PACIFIC,JZTO,Other,Multi Purpose Offshore Vessel,ID,83.0,20.02,,4343.0,5257.0,,2014,4.0
525012334,,ELVIO,YDB4371,Other,Other,ID,21.0,6.0,,,,,,5.0
525012335,,ANG RIKO BADONG,PRPUTIH,Cargo - Hazard B,Cargo - Hazard B,ID,20.0,21.0,,,,,,
525012338,,BUANA EXPRESS 7,YDA3601,Sailing Vessel,Sailing Vessel,ID,28.0,8.0,,,,,,5.0
525012341,,BUANA EXPRESS 08,YDA3605,Anti-Pollution,Anti-Pollution,ID,,,,,,,,
525012349,9362243,ARIMBI BARUNA,PLMJ,Cargo,Bulk Carrier,ID,224.94,32.26,7.4,39737.0,76588.0,,2007,14.0
525012354,,KT SEI DELI III,PMIV,Tug,Tug,ID,30.0,8.0,,,,,,9.0
525012362,9054169,CHARLOTTE,YBCX2,Cargo,Cement Carrier,ID,93.0,17.5,,2895.0,3674.0,,1992,10.0
525012369,,SRIKANDI BARUNA 2002,YDB4813,Tug,Tug,ID,28.0,8.0,,,,,,2.0
525012374,,TB.RIMAU 1616,YDA3465,Tug,Tug,ID,,,,,,,,5.0
525012375,,TB.RIMAU 1618,YDA3578,Tug,Tug,ID,26.0,4.0,,,,,,9.0
525012381,8841060,STAR SHIP,PMXD,Cargo,General Cargo,ID,74.0,12.0,,1464.0,504.0,,1992,11.0
525012397,8859055,INTI MULIA,POJL,Cargo,General Cargo,ID,76.15,12.0,,1568.0,1570.0,,1991,8.0
525012410,9109158,GRIYA MELAYU,YBJP2,Tanker - Hazard A (Major),Tanker - Hazard A (Major),ID,98.0,17.0,,3156.0,4990.0,,1994,12.0
525013013,9056519,TANTO SETIA,PNUS,Cargo,Container Ship,ID,182.84,28.0,9.4,17651.0,23884.0,1525.0,1994,15.0
525013014,9003196,TANTO BERSAMA,PNXP,Cargo,Container Ship,ID,184.51,27.6,6.4,16731.0,22735.0,1404.0,1991,15.0
525013017,9244283,LUMOSO JAYA,POEJ,Cargo,Bulk Carrier,ID,188.5,32.26,,29390.0,53023.0,,2002,12.0
525013020,9240938,TANTO SAKTI II,POKA,Cargo,General Cargo,ID,125.3,20.6,,6361.0,5664.0,665.0,2003,12.0
525013021,9169653,TANTO TERANG,POSV,Cargo,Container Ship,ID,144.8,22.4,7.7,9380.0,12250.0,736.0,1998,12.0
525013024,9168570,TANTO SEMANGAT,POSY,Cargo,Container Ship,ID,140.0,20.5,,8612.0,10313.0,710.0,1999,13.0
525013025,9277204,LUMOSO RAYA,YCJH,Cargo,Bulk Carrier,ID,189.8,32.26,12.4,27986.0,50246.0,,2003,14.0
525013026,9118408,TANTO PRATAMA,POYQ,Other,Container Ship,ID,182.83,28.0,6.7,17613.0,24134.0,1510.0,1995,14.0
525013027,9085699,TANTO ALAM,JZEA,Cargo,Container Ship,ID,107.0,17.2,6.6,3594.0,5880.0,338.0,1994,11.0
525013029,9683506,TANTO KARUNIA II,JZDL,Cargo,Container Ship,ID,119.9,22.0,4.3,6616.0,8180.0,500.0,2013,12.0
525013035,9714202,TANTO HEMAT,JZWD,Cargo,Container Ship,ID,119.9,22.0,5.1,6659.0,8180.0,537.0,2014,20.0
525013036,9192040,TANTO TENANG,PMTR,Cargo,Container Ship,ID,136.5,22.5,,9030.0,11400.0,834.0,1999,9.0
525013038,9138666,TANTO DAMAI,YBAJ2,Cargo,Container Ship,ID,126.64,19.8,5.8,6114.0,7480.0,740.0,1996,13.0
525013039,9263277,LUMOSO AMAN,YBAI2,Cargo,Bulk Carrier,ID,188.5,32.26,6.2,29350.0,53026.0,,2003,14.0
525013040,9786592,TANTO LANCAR,YBDZ2,Cargo,Container Ship,ID,119.9,22.0,4.3,6629.0,8374.0,558.0,2015,11.0
525013041,9346055,LUMOSO BERKAT,YBEH2,Cargo,Bulk Carrier,ID,189.99,32.26,6.3,31236.0,55610.0,,2007,13.0
525013043,9796353,TANTO LANGGENG,YBHH2,Cargo,Container Ship,ID,119.9,22.0,4.4,6629.0,8366.0,558.0,2016,12.0
525013044,9296767,GOLDEN ACE,YBIW2,Cargo,Bulk Carrier,ID,188.5,32.26,,29732.0,52301.0,,2004,13.0
525013045,9329825,LUMOSO LESTARI,YBIQ2,Cargo,Bulk Carrier,ID,189.99,32.26,12.8,31250.0,55677.0,,2005,12.0
525014005,9188996,PATRA TANKER 3,YHAW,Tanker,Oil Products Tanker,ID,90.0,15.0,4.0,2770.0,3502.0,,1998,10.0
525014006,9188984,PATRA TANKER 2,YHAV,Tanker,Oil Products Tanker,ID,90.0,15.0,,2770.0,3502.0,,1998,11.0
525014013,9012111,MAXIMA PRATAMA,YHUV,Tanker,Oil or Chemical Tanker,ID,89.95,14.63,5.2,2432.0,3670.0,,1991,9.0
525014014,8401755,AMRTA JAYA I,YHYD,Cargo,General Cargo,ID,98.18,18.01,8.3,5477.0,6839.0,50.0,1984,11.0
525014026,,KRI TGI539,PKIW,Military Ops,Military Ops,ID,,,,,,,,15.0
525014039,9334052,DIPONEGORO,PLHA,Military Ops,Combat Vessel,ID,90.71,13.02,,2103.0,200.0,,2007,17.0
525014044,9397963,SULTAN ISKANDAR MUDA,PLEQ,Military Ops,Combat Vessel,ID,90.71,13.02,,2103.0,200.0,,2008,
525014046,9604055,ADINDA AZULA,POFE,Cargo,Landing Craft,ID,59.95,15.0,,890.0,956.0,,2011,51.0
525014054,9183544,ANGGRAINI EXCELLENT,PNDK,Tanker,Oil Products Tanker,ID,90.0,15.0,,2667.0,3571.0,,1998,9.0
525014061,9164885,LAYAR ARTHAWIBAWA,PNLS,Tanker,Oil Products Tanker,ID,158.0,26.8,,13207.0,17998.0,,1998,0.0
525014065,9154153,SINAR SEJATI 2,POGP,Cargo,General Cargo,ID,100.59,18.8,4.6,6388.0,8680.0,,1997,32.0
525014074,4713071,IDN WARSHIP 357,PLJT,Military Ops,Military Ops,ID,95.0,13.0,,,,,,19.0
525014075,4713083,IDN WARSHIP 358,PLJU,Other,Troopship,ID,,,,,,,,
525014085,,IDN 648,PLHH,Other,Other,ID,44.0,8.0,,,,,,
525014092,9792319,BIMA SUCI,YBIE2,Sailing Vessel,Sailing Vessel,ID,111.0,13.0,,,,,2017,13.0
525014220,8794243,NUSANIWE,JZTB,Tanker - Hazard A (Major),Oil Products Tanker,ID,,,,2798.0,4200.0,,2015,7.0
525015006,,JAYAKARTA 1,YD5078,Tug,Tug,ID,800.0,126.0,,,,,,
525015022,,ASP 10,YDA4748,Tug,Tug,ID,,,,,,,,6.0
525015024,,TB. SARANA PRIMA,YD4942,Tug,Tug,ID,28.0,6.0,,,,,,5.0
525015026,9310501,CARAKA JAYA III MULI ANIM,YHRQ,Cargo,Container Ship,ID,98.0,16.5,,3258.0,4180.0,208.0,2004,9.0
525015032,8993722,JAYAKARTA 4,YD5085,Tug,Tug,ID,,,4.8,292.0,,,2004,9.0
525015038,,TB.GUNUNG CIPALA,YD5086,Tug,Tug,ID,30.0,8.0,,,,,,
525015040,,TB GUNUNG BATUR,YD5088,Tug,Tug,ID,,,,,,,,
525015045,,TB.GUNUNG SANTRI,YD5090,Tug,Tug,ID,,,,,,,,
525015047,8844581,SEREIA DOMAR,SSD,Passenger,Ro-Ro or Passenger Ship,ID,49.0,18.0,,409.0,102.0,,1990,12.0
525015053,8673231,KMP TELUK SINGKIL,YFVL,Passenger,Ro-Ro or Passenger Ship,ID,55.0,14.0,,595.0,148.0,,2004,
525015088,9625047,DWIDAYA 11,YDA4871,Tug,Tug,ID,23.5,7.33,,162.0,116.0,,2011,10.0
525015097,9123257,INDOMAL EXPPRESS 8,YB4265,Passenger,Ro-Ro or Passenger Ship,ID,31.1,7.0,,148.0,50.0,,1995,25.0
525015104,8808460,MENTARI TRADER,YDCV,Cargo,General Cargo,ID,79.27,12.0,,1476.0,1492.0,42.0,1988,8.0
525015109,8730742,KMP CAKALANG,YEBB,Passenger,Ro-Ro or Passenger Ship,ID,55.5,12.0,,1483.0,,,2006,9.0
525015114,9393046,BALI AYU,YDQP,Other,General Cargo,ID,96.5,16.0,,2999.0,5253.0,250.0,2006,11.0
525015123,,TB PUTRI HARBOUR,YDA4228,,,,,,,,,,2005,
525015135,8403325,SAHABAT SEJATI 8,YELV,Cargo,General Cargo,ID,89.28,16.0,,3208.0,4364.0,106.0,1984,11.0
525015139,9408061,NUSA JAYA ABADI,YCPE,Passenger,Ro-Ro or Passenger Ship,ID,39.5,11.6,,629.0,100.0,,2006,11.0
525015161,,TB.OASIS,YD3380,Tug,Tug,ID,24.0,7.0,,,,,,5.0
525015162,,TB SBE,YD3389,Tug,Tug,ID,25.0,8.0,,,,,,7.0
525015171,9005089,SUMBER REJEKI 88,PNDS,Cargo,General Cargo,ID,71.84,12.0,3.1,1276.0,1200.0,,1991,11.0
525015172,9413298,SAHABAT MAS,YDWG,Cargo,General Cargo,ID,95.9,15.0,,2996.0,4680.0,250.0,2006,9.0
525015173,9399650,PRATIWI SATU,YGJF,Cargo,General Cargo,ID,96.85,16.0,5.3,2983.0,5250.0,,2006,11.0
525015234,9488243,SEMANGAT MAS,PMFM,Cargo,General Cargo,ID,96.5,22.0,,2997.0,4940.0,,2007,9.0
525015259,7109556,ANUGERAH BUANA III,YHXK,Cargo,General Cargo,ID,71.9,11.54,5.5,1448.0,2239.0,,1988,9.0
525015260,8410689,MERAK INDAH 2,YHFI,Cargo,General Cargo,ID,74.52,12.0,,1433.0,2000.0,,1990,6.0
525015266,8652237,EXPRESS BAHARI 1C,YB4597,Passenger,Ro-Ro or Passenger Ship,ID,37.8,7.0,,213.0,,,2010,
525015271,,EXPRESS BAHARI 8B,YB4554,Passenger,Passenger,ID,,,,,,,,24.0
525015280,9485643,STIM STAR BORNEO,PMAK,Tug,Well Stimulation Vessel,ID,60.0,19.5,3.0,2080.0,1408.0,,2008,0.0
525015300,8823408,ANUGERAH BUANA VI,PMIE,Cargo,General Cargo,ID,88.8,12.0,5.9,2302.0,1268.0,,1988,10.0
525015317,,TB.GANDA,YDA4381,Tug,Tug,ID,27.0,9.0,,,,,,5.0
525015335,8718550,AENG MAS I,YEZO,Passenger,Ro-Ro or Passenger Ship,ID,49.8,12.0,,402.0,150.0,,1987,0.0
525015347,9545754,PULAU LAYANG,PMNX,Cargo,General Cargo,ID,120.97,25.0,5.9,6285.0,9137.0,600.0,2008,13.0
525015359,8614261,SALVIA,PMOX,Passenger,Ro-Ro or Passenger Ship,ID,80.16,13.62,4.0,2439.0,609.0,,1987,12.0
525015374,8910990,DHARMA FERRY IX,PMPO,Passenger,Passenger Ship,ID,60.95,18.0,,2916.0,172.0,,1989,14.0
525015375,7124116,KUMALA,YGDU,Passenger,Ro-Ro or Passenger Ship,ID,104.2,19.0,,5764.0,1146.0,,1971,11.0
525015376,8017671,KIRANA,YGPB,Passenger,Ro-Ro or Passenger Ship,ID,105.78,16.6,4.8,5299.0,3161.0,,1980,13.0
525015377,7320186,KIRANA II,YGSH,Passenger,Ro-Ro or Passenger Ship,ID,108.0,17.43,,6292.0,1459.0,,1989,10.0
525015378,7374541,DHARMA KENCANA,YFUG,Sailing Vessel,Ro-Ro or Passenger Ship,ID,88.91,16.0,,3626.0,1096.0,,1974,10.0
525015381,9042881,MUSTHIKA KENCANA,YHPR,Passenger,Ro-Ro or Passenger Ship,ID,97.69,16.0,,2983.0,820.0,,1992,11.0
525015383,8925153,DHARMA FERRY 3,YBXH,Passenger,Ro-Ro or Passenger Ship,ID,67.51,13.0,,1944.0,2149.0,,1996,12.0
525015384,7126437,WICITRA DHARMA III,YFBY,Passenger,Ro-Ro or Passenger Ship,ID,50.0,12.0,,806.0,163.0,,1984,8.0
525015390,8746105,PUTERA PASUNDAN,YB4645,Cargo,Oil Products Tanker,ID,35.0,8.0,,,,,,4.0
525015398,9422299,TANGGUH GAROPA,PRZ,Tug,Tug,ID,32.6,12.22,,450.0,194.0,,2010,0.0
525015399,9551076,TELUK BINTUNI,PMRG,Cargo,Container Ship,ID,114.3,16.0,6.2,4365.0,6792.0,500.0,2008,12.0
525015404,9157313,SRIRACHA 28,YHCW,Port Tender,Tug,ID,32.25,9.0,,175.0,,,1996,
525015407,,TB DIASRAYA V,YD6461,Tug,Tug,ID,32.0,8.0,,,,,,9.0
525015409,,TB DIASRAYA VII,YD6462,Tug,Tug,ID,32.0,9.0,,,,,,6.0
525015424,9532630,MARISA 89,PMTG,Tug,Utility Vessel,ID,45.0,11.0,,499.0,405.0,,2009,8.0
525015425,9146833,EDRICKO 6,PMSW,Tanker,Asphalt or Bitumen Tanker,ID,71.44,11.2,3.8,1062.0,1405.0,,1996,12.0
525015426,7409475,TRI LESTARI I,YCRY,Tanker,Oil Products Tanker,ID,39.48,10.0,,,,,,
525015431,,TB.TIRTA NIAGA X,YD3377,Tug,Tug,ID,,,,,,,,5.0
525015441,,FAJAR SELATAN,YEHY,Tanker,Tanker,ID,44.0,8.0,,,,,,7.0
525015459,9004085,ASIKE 1,PNJT,Wing In Grnd,Edible Oil Tanker,ID,102.3,18.0,,2963.0,5678.0,,1990,12.0
525015462,9183051,TIRTA NIAGA V,YD4775,Tug,Tug,ID,24.25,7.3,,125.0,,,1997,6.0
525015466,,BOMAS GLORY,YDA4446,Tug,Tug,ID,39.0,8.0,,,,,,5.0
525015471,9099963,S A S 05,PMDL,Other,Landing Craft,ID,54.0,10.0,,523.0,,,2007,4.0
525015472,9563964,ORIENTAL SAMUDRA,PMRR,Cargo,General Cargo,ID,127.73,17.0,5.1,6040.0,8700.0,500.0,2009,11.0
525015477,8329660,KMP KAKAP,YB4276,Passenger,Passenger Ship,ID,39.0,9.6,,250.0,,,1981,8.0
525015491,8510350,WINDU KARSA PRATAMA,YGIO,Passenger,Ro-Ro or Passenger Ship,ID,89.95,16.62,,3123.0,903.0,,1985,14.0
525015535,,KN JEMBIO,,Law Enforce,Law Enforce,ID,42.0,8.0,,,,,,
525015536,9084786,ARMADA PERMATA,PMZK,Cargo,Container Ship,ID,129.1,24.2,,9210.0,12723.0,714.0,1994,15.0
525015561,9021370,ALKEN PESONA,YEOI,Cargo,General Cargo,ID,75.0,12.5,,,,,,
525015568,,STARIA,YDA4529,Tug,Tug,ID,24.0,8.0,,,,,,7.0
525015569,,SPOB TOTO XIV,YGQQ,Tanker,Tanker,ID,,,,,,,,
525015574,8317370,SOPHIA,PNCP,Cargo,Cement Carrier,ID,90.87,16.0,,2118.0,2955.0,,1984,9.0
525015583,8902137,ORIENTAL JADE,PNDE,Cargo,Container Ship,ID,176.57,27.5,11.0,18000.0,26288.0,1743.0,1990,17.0
525015585,9216779,RAWABI 99,PNCD,Tug,Tug,ID,45.0,10.0,3.0,497.0,600.0,,1999,7.0
525015588,,TB.JHONI IX,YDA4509,Tug,Tug,ID,27.0,8.0,,,,,,6.0
525015601,8872382,KMP KAMBANIRU,YEZM,Passenger,Ro-Ro or Passenger Ship,ID,623.0,120.0,,549.0,,,1992,25.0
525015604,8329488,KMP MUJAIR,JCZY,Passenger,Ro-Ro or Passenger Ship,ID,33.0,8.0,,141.0,,,1981,8.0
525015605,8895487,KMP NUKU,SSD,Passenger,Ro-Ro or Passenger Ship,ID,65.0,16.0,,352.0,88.0,,1995,8.0
525015606,8873556,KMP PAPUYU,YB4217,Passenger,Ro-Ro or Passenger Ship,ID,33.5,8.0,,290.0,,,1993,8.0
525015619,8734487,KMP JULUNGJULUNG,PMNS,Passenger,Ro-Ro or Passenger Ship,ID,46.2,12.0,,600.0,150.0,,2008,11.0
525015625,7927142,FUYO 18,PNEX,Cargo,Cement Carrier,ID,93.3,15.6,,2980.0,4925.0,,1980,12.0
525015631,8815346,DHARMA KENCANA IX,PNFD,Passenger,Passenger,ID,71.0,14.0,,,,,1988,13.0
525015658,9181730,CTP FORTUNE,PNIF,Cargo,Container Ship,ID,162.0,26.2,8.5,14855.0,16567.0,1064.0,1998,17.0
525015659,,FC.OBT DAYSPRING,PNIQ,Pleasure Craft,Pleasure Craft,ID,,,,,,,,
525015660,,OBT MORNING STAR,PNIP,Dredger,Dredger,ID,100.0,9.0,,,,,,1.0
525015668,8414350,DHARMA RUCITRA VI,YDKL,Passenger,Ro-Ro or Passenger Ship,ID,69.65,13.0,3.5,2326.0,140.0,,1984,13.0
525015671,9577903,TIRTA SAMUDRA XIX,PNLW,Tanker,Oil Products Tanker,ID,87.26,10.0,,2007.0,3000.0,,2010,9.0
525015687,8923430,DUSKY DOLPHIN,YD3512,Tug,Tug,ID,20.31,6.8,2.5,104.0,,,1996,102.0
525015702,8961896,BOMAS SURYA,YGUP,Tug,Tug,ID,31.51,9.6,,445.0,,,2000,8.0
525015706,9159098,CTP GOLDEN,PNLU,Cargo,Container Ship,ID,145.68,25.0,9.1,11810.0,15670.0,908.0,1997,16.0
525015724,,TENAGA BARU I,,Tug,Tug,ID,33.0,10.0,,,,,,10.0
525015729,9549865,WARUNA SAFETY,PNNC,Other,Tug,ID,47.0,12.8,3.5,828.0,900.0,,2010,7.0
525015731,,TB. TRANSPOWER 206,YDA4303,Tug,Tug,ID,26.0,9.0,,,,,,5.0
525015732,9447835,ASL MULIA,PNLD,Tug,Multi Purpose Offshore Vessel,ID,41.8,10.02,,537.0,391.0,,2008,11.0
525015736,9592472,PULAU WETAR,PNME,Other,General Cargo,ID,120.9,20.0,,6285.0,9238.0,600.0,2010,10.0
525015794,9613719,KMP BAHTERAMAS,PNUQ,Passenger,Ro-Ro or Passenger Ship,ID,45.5,13.0,,628.0,157.0,,2010,
525015806,9586291,BATANGHARI MAS,PNJB,Cargo,General Cargo,ID,85.95,13.6,,1998.0,3250.0,,2010,10.0
525015834,9422304,TANGGUH PAURU,PLXR,Tug,Tug,ID,32.0,12.22,,481.0,194.0,,2011,0.0
