timestamp_utc,mmsi,ship_name,message_type,imo_number,call_sign,vessel_name,ship_type_code,dim_a,dim_b,dim_c,dim_d,length_m,beam_m,draught_m,destination,eta_month,eta_day,eta_hour,eta_minute
2026-04-07 06:55:54.355427057 +0000 UTC,525024416,TB CAPRICORN 80,StaticDataReport,,,TB CAPRICORN 80,,0,0,0,0,,,,,,,,
2026-04-07 06:55:55.832443382 +0000 UTC,563084430,WALL E,StaticDataReport,,,WALL E,,0,0,0,0,,,,,,,,
2026-04-07 06:55:58.679608819 +0000 UTC,352003145,PVT AVIRA,ShipStaticData,9414280,3E6025,PVT AVIRA,89,150,30,22,11,180,33,7.5,SGP,4,5,0,0
2026-04-07 06:55:59.775758009 +0000 UTC,636016705,YM EXPRESS,ShipStaticData,9496628,D5HJ4,YM EXPRESS,70,196,63,26,11,259,37,9.8,MYPKG>PWBGA,4,7,6,0
2026-04-07 06:56:00.87325202 +0000 UTC,563272100,PEARLLAUREL,ShipStaticData,1052529,9VCC5,PEARLLAUREL,90,82,22,6,13,104,19,0,AEPB,11,13,4,0
2026-04-07 06:56:03.904667206 +0000 UTC,533048500,ORKIM LEADER,ShipStaticData,9546837,9MIS9,ORKIM LEADER,80,90,16,8,11,106,19,4.8,SG-PWBGA,4,3,22,0
2026-04-07 06:56:04.893663824 +0000 UTC,241640000,DESERT DIGNITY,ShipStaticData,9791901,SVDC8,DESERT DIGNITY,70,171,28,10,22,199,32,13.6,SG SIN,4,7,6,0
2026-04-07 06:56:04.973600104 +0000 UTC,352190000,KITION M,ShipStaticData,9321160,HPIX,KITION M,80,198,30,14,18,228,32,12,SG SIN PEBGB,4,7,13,30
2026-04-07 06:56:08.147737731 +0000 UTC,564029000,CHANA BHUM,ShipStaticData,9112686,9VMM,CHANA BHUM,70,134,13,10,14,147,24,4.7,SGSIN>AEW,3,31,8,30
2026-04-07 06:56:08.869700263 +0000 UTC,563265000,KOTA LESTARI,ShipStaticData,9628348,9V2116,KOTA LESTARI,70,196,70,10,22,266,32,8.5,CNSHA,4,15,17,0
2026-04-07 06:56:09.966376567 +0000 UTC,563076580,CHOLA RANI 2,StaticDataReport,,,CHOLA RANI 2,,0,0,0,0,,,,,,,,
2026-04-07 06:56:10.307422255 +0000 UTC,563323700,MAJESTIC SERENITY,ShipStaticData,1119418,9VMP8,MAJESTIC SERENITY,40,10,29,2,8,39,10,2,HFC,4,7,10,25
2026-04-07 06:56:10.337149772 +0000 UTC,563026590,PANDUAN,ShipStaticData,9714549,9V2429,PANDUAN,53,15,20,5,5,35,10,2.3,SINGAPORE,12,15,12,0
2026-04-07 06:56:11.69443204 +0000 UTC,212505000,STENA SUPERIOR,ShipStaticData,9579030,5BRM6,STENA SUPERIOR,80,228,45,25,23,273,48,14,SGSIN TANKSTORE,4,6,13,0
2026-04-07 06:56:11.723679163 +0000 UTC,563039300,NEW HORIZON,ShipStaticData,9816024,9V5465,NEW HORIZON,2,82,23,10,6,105,16,4.3,SG EPBG C,4,4,8,15
2026-04-07 06:56:13.793371863 +0000 UTC,518999324,UNIKIK 2.0,StaticDataReport,,,UNIKIK 2.0,,0,0,0,0,,,,,,,,
2026-04-07 06:56:15.038025008 +0000 UTC,457618000,,StaticDataReport,,JVRP8,,70,48,8,4,4,56,8,,,,,,
2026-04-07 06:56:16.96813636 +0000 UTC,636022920,MSC MARIELLA,ShipStaticData,9934747,5LLB6,MSC MARIELLA,74,115,284,37,24,399,61,15.9,SGSIN_PWBGB,4,7,7,30
2026-04-07 06:56:18.903308361 +0000 UTC,525022376,PETRO SUBAN,ShipStaticData,9688398,YBBJ2,PETRO SUBAN,99,11,19,4,6,30,10,3.9,LAMONGAN-PAITON,3,9,9,0
2026-04-07 06:56:20.396227267 +0000 UTC,563182900,FUELNG VENOSA,ShipStaticData,9937115,9V8682,FUELNG VENOSA,80,130,36,4,20,166,24,6.1,ASSPU,4,6,9,0
2026-04-07 06:56:20.475834971 +0000 UTC,352001246,REGINA ISLAND,ShipStaticData,9911989,3E3995,REGINA ISLAND,70,152,30,20,10,182,30,9.5,MY LGK,4,8,20,0
2026-04-07 06:56:20.803175846 +0000 UTC,525100095,MEGAMAS SWEET,StaticDataReport,,,MEGAMAS SWEET,,0,0,0,0,,,,,,,,
2026-04-07 06:56:21.889677532 +0000 UTC,667002380,,StaticDataReport,,PLS2083,,33,96,50,11,11,146,22,,,,,,
2026-04-07 06:56:22.871800672 +0000 UTC,353848000,HIGHWAY,ShipStaticData,9158575,3FGU8,HIGHWAY,70,133,49,10,20,182,30,10.5,IDJKT,4,6,16,0
2026-04-07 06:56:22.973650672 +0000 UTC,319198600,ANNABELLA,ShipStaticData,9915648,ZGKX5,ANNABELLA,37,30,14,4,4,44,8,2.6,SING ONE15,4,2,4,0
2026-04-07 06:56:23.14000393 +0000 UTC,565133000,KOTA KAMIL,ShipStaticData,9307413,9VJK6,KOTA KAMIL,70,184,49,7,25,233,32,10.8,SGSIN,6,4,17,30
2026-04-07 06:56:23.651013676 +0000 UTC,563040616,COASTLINK 7,StaticDataReport,,,COASTLINK 7,,0,0,0,0,,,,,,,,
2026-04-07 06:56:23.771060513 +0000 UTC,352005318,HOANG ANH 01,ShipStaticData,9607605,3E8614,HOANG ANH 01,70,130,29,17,7,159,24,9.8,PEBGA,3,7,15,0
2026-04-07 06:56:23.9261295 +0000 UTC,373843000,EVER GALLANT,ShipStaticData,9624328,3EUN3,EVER GALLANT,70,146,24,10,17,170,27,9.8,SGJUR PEBGA,4,5,23,0
2026-04-07 06:56:26.228204353 +0000 UTC,440061000,HMM CHITTAGONG,ShipStaticData,9701293,D7AN,HMM CHITTAGONG,71,168,17,9,21,185,30,7.6,SGSIN(PWBGA),4,7,5,0
2026-04-07 06:56:27.267486025 +0000 UTC,525901349,CRUZ,ShipStaticData,9582594,YDCM4,CRUZ,80,116,29,17,6,145,23,6.4,SG PWBGA,3,26,10,0
2026-04-07 06:56:27.744538327 +0000 UTC,412379040,YUN XIANG 61,ShipStaticData,1120912,BQJN9,YUN XIANG 61,80,94,21,4,13,115,17,6.8,SINGAPORE,4,5,22,0
2026-04-07 06:56:28.11667161 +0000 UTC,525501842,MV DEWI SAMUDERA XIX,ShipStaticData,8529310,SSD,MV DEWI SAMUDERA XIX,70,90,8,8,8,98,16,3.6,SURABAYA,7,4,16,30
2026-04-07 06:56:30.758210836 +0000 UTC,563258400,MAJESTIC BOLD,ShipStaticData,1073133,9VBV9,MAJESTIC BOLD,40,30,9,2,8,39,10,0,HARBOUR FRONT,4,7,8,40
2026-04-07 06:56:35.213236347 +0000 UTC,413182000,JING YU ZUO,ShipStaticData,9435612,BPFZ,JING YU ZUO,80,187,42,23,9,229,32,8,SGP PEBGC,4,5,3,0
2026-04-07 06:56:35.239290956 +0000 UTC,325108100,SSA AMELIA,StaticDataReport,,,SSA AMELIA,,0,0,0,0,,,,,,,,
2026-04-07 06:56:35.453978738 +0000 UTC,311001237,ERREA WITTU,ShipStaticData,9989479,C6GG2,ERREA WITTU,99,318,21,9,55,339,64,0,,0,0,0,0
2026-04-07 06:56:36.018536233 +0000 UTC,538005060,NAVE ATROPOS,ShipStaticData,9638563,V7AS4,NAVE ATROPOS,89,194,34,23,9,228,32,12.9,SG SING PWBG A,4,6,2,0
2026-04-07 06:56:37.667436229 +0000 UTC,563086920,RIKKA,ShipStaticData,1105792,9VCZ9,RIKKA,80,77,13,4,12,90,16,5,AEPB,3,7,9,30
2026-04-07 06:56:40.176779135 +0000 UTC,574003530,GT VICTORY,ShipStaticData,9321641,3WHR7,GT VICTORY,84,106,21,10,10,127,20,7.4,SG-SIN PGBG,4,1,7,0
2026-04-07 06:56:40.737216771 +0000 UTC,563120700,MAESTRO,ShipStaticData,9908554,9V6708,MAESTRO,81,90,25,3,16,115,19,7,AEPA,4,7,12,30
2026-04-07 06:56:41.300174751 +0000 UTC,563037950,VERONICA II,StaticDataReport,,,VERONICA II,,0,0,0,0,,,,,,,,
2026-04-07 06:56:42.292958279 +0000 UTC,563180600,MARINE DYNAMO,ShipStaticData,9956719,9V7518,MARINE DYNAMO,80,76,27,15,4,103,19,7.4,ASSPU,4,7,9,30
2026-04-07 06:56:42.692429863 +0000 UTC,565974000,NEW GRACE,ShipStaticData,9459682,9VPN7,NEW GRACE,80,87,23,14,4,110,18,4,BUKOM,4,6,12,0
2026-04-07 06:56:43.475597614 +0000 UTC,525018301,TSHD KING RICHARD 8,ShipStaticData,7382146,JZOQ,TSHD KING RICHARD 8,33,70,14,6,7,84,13,4.3,ID LAMONGAN,1,15,6,0
2026-04-07 06:56:44.600398921 +0000 UTC,352001363,EVER CONSIST,ShipStaticData,9919450,3E2121,EVER CONSIST,70,131,40,9,19,171,28,8.7,PEBGA,4,7,4,0
2026-04-07 06:56:45.332506453 +0000 UTC,355929000,YUYO 2,ShipStaticData,9881196,HO9831,YUYO 2,52,134,24,2,7,158,9,4.2,"AWW,SINGAPORE",3,4,14,30
2026-04-07 06:56:46.731247907 +0000 UTC,564654000,PIL0T GP43,ShipStaticData,0,SP1346D,PIL0T GP43,60,10,5,2,2,15,4,1.4,BRANI,0,0,24,60
2026-04-07 06:56:48.628861646 +0000 UTC,352006233,HMM SAGE,ShipStaticData,9998509,HOA2652,HMM SAGE,71,117,157,29,17,274,46,14.4,CNSHK>SGSIN,4,7,5,15
2026-04-07 06:56:51.074965679 +0000 UTC,525119148,TB BUANA ALPHA,ShipStaticData,9892729,YDB3158,TB BUANA ALPHA,52,5,16,3,4,21,7,25,SINGAPORE,0,0,0,0
2026-04-07 06:56:52.356045921 +0000 UTC,563028990,,StaticDataReport,,9V2509,,37,6,3,0,0,9,,,,,,,
2026-04-07 06:56:53.558585499 +0000 UTC,553112025,KIMBE CHIEF,ShipStaticData,9362580,P2V5830,KIMBE CHIEF,70,76,10,6,6,86,12,3.5,PG LAE,4,20,6,0
2026-04-07 06:56:54.635242075 +0000 UTC,5631101,PSAB,ShipStaticData,0,TEST1,PSAB,99,0,0,0,0,,,0,TEST HARBOR,12,12,12,12
2026-04-07 06:56:55.025127876 +0000 UTC,352978276,DOLPHIN 01,ShipStaticData,9337834,3E3376,DOLPHIN 01,80,100,26,15,5,126,20,7,SG_PWBGA,4,7,2,0
2026-04-07 06:56:55.421495235 +0000 UTC,525004994,KM.PUTRI AYU 2,StaticDataReport,,,KM.PUTRI AYU 2,,0,0,0,0,,,,,,,,
2026-04-07 06:56:56.46535792 +0000 UTC,352004737,NORD VIGNALE,ShipStaticData,9982550,3E6988,NORD VIGNALE,80,148,35,8,24,183,32,9.2,MYTLA>SG PEBGC,4,5,1,30
2026-04-07 06:56:56.498758533 +0000 UTC,563081110,PENGUIN RENEWABLE,StaticDataReport,,,PENGUIN RENEWABLE,,0,0,0,0,,,,,,,,
2026-04-07 06:56:57.350758618 +0000 UTC,518998488,PAIZA ONE,ShipStaticData,9902500,E5U4468,PAIZA ONE,37,30,14,4,5,44,9,3,KEPPEL MARINA,4,5,21,30
2026-04-07 06:56:57.376377338 +0000 UTC,563040267,KM 33,StaticDataReport,,,KM 33,,0,0,0,0,,,,,,,,
2026-04-07 06:56:57.451322528 +0000 UTC,636025620,SHAFALLAH,ShipStaticData,9986116,5LYI4,SHAFALLAH,80,234,61,24,23,295,47,9.5,SGSIN PGBG,4,7,5,0
2026-04-07 06:56:58.069938044 +0000 UTC,563002840,WAVEMASTER 5,ShipStaticData,9257888,9V6136,WAVEMASTER 5,40,100,0,15,15,,30,2.1,SINGAPORE,4,7,8,30
2026-04-07 06:56:58.863964603 +0000 UTC,533130184,BRIDGEWATER 63,ShipStaticData,9552240,9WNG7,BRIDGEWATER 63,90,10,49,10,5,59,15,4,PANDAN SHIPYARD,3,26,8,30
2026-04-07 06:57:00.646065854 +0000 UTC,538003566,SONGA HAWK,ShipStaticData,9482665,V7RQ8,SONGA HAWK,80,110,18,10,10,128,20,5.8,ASSPU,4,7,13,30
2026-04-07 06:57:03.541124073 +0000 UTC,563018000,MMA PRIVILEGE,ShipStaticData,9735397,9V3022,MMA PRIVILEGE,99,29,61,23,1,90,24,4.5,AWW SG,4,7,1,30
2026-04-07 06:57:05.326578837 +0000 UTC,412493000,YUN QUE ZUO,ShipStaticData,9487172,BQJV7,YUN QUE ZUO,80,204,41,33,9,245,42,15.2,AEBC,4,4,9,30
2026-04-07 06:59:20.466422552 +0000 UTC,563257300,KOTA NEKAD,ShipStaticData,9390252,9VDK6,KOTA NEKAD,70,143,37,12,16,180,28,10.1,SGSIN PEBGA,4,5,22,0
2026-04-07 06:59:20.553396359 +0000 UTC,352004229,ASC GLORY,ShipStaticData,9490648,3E7718,ASC GLORY,70,160,30,11,21,190,32,6.7,MY KUA,4,8,10,0
2026-04-07 06:59:21.680859148 +0000 UTC,525600143,DELTA AYU 338,StaticDataReport,,,DELTA AYU 338,,0,0,0,0,,,,,,,,
2026-04-07 06:59:24.145019372 +0000 UTC,525125027,MERATUS PMTSIANTAR,ShipStaticData,9371892,YDFW2,MERATUS PMTSIANTAR,70,110,7,2,18,117,20,6.8,ID KOE *_*,4,1,11,0
2026-04-07 06:59:25.036409305 +0000 UTC,566925000,,StaticDataReport,,9V2072,,60,5,9,4,3,14,7,,,,,,
2026-04-07 06:59:26.134859755 +0000 UTC,525200075,CAMARA NUSANTARA 6,ShipStaticData,9855094,YCDC2,CAMARA NUSANTARA 6,71,0,0,0,0,,,4.5,KUPANG,4,5,2,0
2026-04-07 06:59:26.559452814 +0000 UTC,525101263,GARDA MARITIM 3,ShipStaticData,9910686,YCZX2,GARDA MARITIM 3,68,45,15,13,1,60,14,2,BOLOK-KUPANG,5,25,23,0
2026-04-07 06:59:26.65541611 +0000 UTC,566797000,APL VANCOUVER,ShipStaticData,9597472,9V9915,APL VANCOUVER,74,238,90,13,32,328,45,13.8,AUADL>SGSIN PEBGA,4,6,22,45
2026-04-07 06:59:26.906840944 +0000 UTC,241393000,MARAN TAURUS,ShipStaticData,9519494,SVCG3,MARAN TAURUS,80,282,51,36,24,333,60,11,SG SIN,4,4,19,30
2026-04-07 06:59:28.526206392 +0000 UTC,563250600,MAJESTIC HARMONY,ShipStaticData,1073121,9VCO4,MAJESTIC HARMONY,40,10,29,7,3,39,10,0,HFC-BTC(RETURN),4,4,0,50
2026-04-07 06:59:28.600264548 +0000 UTC,563004120,,StaticDataReport,,9V5522,,52,0,0,0,0,,,,,,,,
2026-04-07 06:59:32.048409411 +0000 UTC,319053100,VICTON,ShipStaticData,9672428,ZGDI5,VICTON,37,26,14,4,4,40,8,2.2,OCEAN MARINA,9,25,17,20
2026-04-07 06:59:32.078572719 +0000 UTC,241971000,MARAN GAS ANTIPAROS,ShipStaticData,9963827,SVEB8,MARAN GAS ANTIPAROS,80,231,64,22,25,295,47,9,SG SIN,5,7,4,1
2026-04-07 06:59:34.54558487 +0000 UTC,219199000,MAERSK EDMONTON,ShipStaticData,9458030,OYHV2,MAERSK EDMONTON,71,142,224,34,14,366,48,12,CNQDG,4,15,11,0
2026-04-07 06:59:34.865164999 +0000 UTC,525750550,KT ANOMAN  1,StaticDataReport,,,KT ANOMAN  1,,0,0,0,0,,,,,,,,
2026-04-07 06:59:39.560864394 +0000 UTC,566753000,HAI SOON 33,ShipStaticData,9666340,9V9784,HAI SOON 33,80,65,23,8,8,88,16,6,ASPP,4,7,16,30
2026-04-07 06:59:39.591162967 +0000 UTC,563074920,DISCOVERY,ShipStaticData,0,9V7269,DISCOVERY,90,10,4,2,3,14,5,0,,0,0,0,0
2026-04-07 06:59:43.077951589 +0000 UTC,566496000,MARINE ORACLE,ShipStaticData,9655391,9V9824,MARINE ORACLE,80,73,17,12,4,90,16,5.5,SUDONG,4,5,7,0
2026-04-07 06:59:43.094843778 +0000 UTC,533057100,ORKIM DISCOVERY,ShipStaticData,9564396,9MLL9,ORKIM DISCOVERY,80,100,20,12,8,120,20,5.2,SPORE WBGA,4,6,6,0
2026-04-07 06:59:44.604429929 +0000 UTC,636026265,ECUADOR PROSPERITY,ShipStaticData,9315147,A8QA4,ECUADOR PROSPERITY,80,280,53,26,34,333,60,11,AEPA,4,6,15,0
2026-04-07 06:59:48.389174882 +0000 UTC,563136000,SINAR MENDAWAI,ShipStaticData,9363857,9V2192,SINAR MENDAWAI,80,120,25,17,7,145,24,6,SG SIN,4,2,6,0
2026-04-07 06:59:51.117804152 +0000 UTC,525900792,STB  01,ShipStaticData,9153941,JZEG,STB  01,70,42,10,5,5,52,10,4,PEBGA SINGAPORE,4,7,13,45
2026-04-07 06:59:53.259146256 +0000 UTC,518100792,KIM POWER,StaticDataReport,,,KIM POWER,,0,0,0,0,,,,,,,,
2026-04-07 06:59:54.478129054 +0000 UTC,563080160,MPA GUARDIAN,ShipStaticData,0,9V7882,MPA GUARDIAN,53,8,26,5,5,34,10,0,SINGAPORE PORT,0,0,24,60
2026-04-07 06:59:57.12313131 +0000 UTC,525301422,ELVIRA,ShipStaticData,9168453,YDLH2,ELVIRA,80,58,14,3,8,72,11,4.6,ID KUPANG,4,6,10,0
2026-04-07 06:59:57.446231573 +0000 UTC,563040382,SC1494C,StaticDataReport,,,SC1494C,,0,0,0,0,,,,,,,,
2026-04-07 06:59:57.934361014 +0000 UTC,525001108,KM.SABUK_NUSANTARA43,ShipStaticData,0,JZWR,KM.SABUK_NUSANTARA43,99,60,10,7,7,70,14,0,KUPANG^,4,7,6,30
2026-04-07 06:59:59.80114115 +0000 UTC,525008101,TB BALONGAN 1,ShipStaticData,9149536,YFIX,TB BALONGAN 1,52,10,22,2,7,32,9,3.5,CAPLONG,4,3,0,0
2026-04-07 07:00:01.471857279 +0000 UTC,538007592,NORTHERN HIGHWAY,ShipStaticData,9392339,V7FT4,NORTHERN HIGHWAY,70,24,164,22,6,188,28,7,SG SIN PEBGA,4,6,13,15
2026-04-07 07:00:01.505113991 +0000 UTC,563026590,PANDUAN,ShipStaticData,9714549,9V2429,PANDUAN,53,15,20,5,5,35,10,2.3,SINGAPORE,12,15,12,0
2026-04-07 07:00:04.23409751 +0000 UTC,563008910,MARINA VIVO,ShipStaticData,9004580,9V7030,MARINA VIVO,52,10,21,4,5,31,9,0,,0,0,0,0
2026-04-07 07:00:07.657963543 +0000 UTC,538004619,CRYSTAL ACE,ShipStaticData,9539224,V7YB2,CRYSTAL ACE,70,21,179,25,7,200,32,8.9,SG SIN PEBGA,4,6,19,20
2026-04-07 07:00:07.87057293 +0000 UTC,636093121,DALLAS EXPRESS,ShipStaticData,9193288,5LGX8,DALLAS EXPRESS,71,222,72,16,16,294,32,11,SGSIN PWBGA,6,4,9,30
2026-04-07 07:00:08.656156862 +0000 UTC,572771220,BRITOIL DEFENDER,ShipStaticData,9503043,T2EC6,BRITOIL DEFENDER,90,14,62,5,12,76,17,5,AEW ANCHORAGE,2,28,18,0
2026-04-07 07:00:09.035562471 +0000 UTC,525018271,ASEAN EXPLORER,ShipStaticData,9236676,JZSY,ASEAN EXPLORER,90,62,80,12,12,142,24,7.7,PEBGA SG,4,4,6,0
2026-04-07 07:00:12.118065324 +0000 UTC,533674000,DANUM 18,ShipStaticData,9243291,9MEM9,DANUM 18,70,58,26,11,11,84,22,4.2,SBW,4,10,7,0
2026-04-07 07:00:14.355105538 +0000 UTC,563085490,NORTHERN ALBATROSS,StaticDataReport,,,NORTHERN ALBATROSS,,0,0,0,0,,,,,,,,
2026-04-07 07:00:16.108824713 +0000 UTC,563024740,MARINA ATHENA,StaticDataReport,,,MARINA ATHENA,,0,0,0,0,,,,,,,,
2026-04-07 07:00:17.329841953 +0000 UTC,563254100,KOTA OASIS,ShipStaticData,9977866,9V9542,KOTA OASIS,70,80,180,28,18,260,46,10.2,SGSIN PEBGA,4,6,8,0
2026-04-07 07:00:23.915361427 +0000 UTC,211151710,WILHELMSHAVEN EXPRES,ShipStaticData,9943918,DDQP2,WILHELMSHAVEN EXPRES,71,115,285,32,29,400,61,11.8,YANGSHAN,4,14,22,0
2026-04-07 07:00:24.389850771 +0000 UTC,477685900,ANGEL NO.1,ShipStaticData,9470662,VRGG5,ANGEL NO.1,80,100,18,10,8,118,18,5.9,SGP PEBGC,4,5,18,15
2026-04-07 07:00:25.344835082 +0000 UTC,312653000,BATAMINDO LEO,ShipStaticData,107727000,V3RV7,BATAMINDO LEO,70,69,30,8,8,99,16,3,SGSIN PEBGA,4,7,7,0
2026-04-07 07:00:26.612597812 +0000 UTC,566540000,ZMAGA,ShipStaticData,9651876,9V9858,ZMAGA,80,78,12,6,10,90,16,5.8,ARP,4,7,8,18
2026-04-07 07:00:27.571493814 +0000 UTC,413586730,JIAN HANG FENG DA,ShipStaticData,9982251,BPPB3,JIAN HANG FENG DA,82,78,21,13,3,99,16,5.5,SG_PEBGC,4,1,17,30
2026-04-07 07:00:28.5997257 +0000 UTC,566163000,BRUE,ShipStaticData,9735256,9V2696,BRUE,80,70,20,5,10,90,15,6,SELAT PAUH,4,5,10,0
2026-04-07 07:00:29.748242866 +0000 UTC,566680000,VITALITY,ShipStaticData,9639373,9V9848,VITALITY,80,68,21,12,6,89,18,4.5,P-13,4,6,7,30
2026-04-07 07:00:31.512825709 +0000 UTC,563004120,MARINA PRINCESS 3,StaticDataReport,,,MARINA PRINCESS 3,,0,0,0,0,,,,,,,,
2026-04-07 07:00:33.072221692 +0000 UTC,413241940,HENG HUI 19,ShipStaticData,9896804,BOLD4,HENG HUI 19,82,95,18,1,16,113,17,6.7,S G P/ PEBGC,4,3,9,0
2026-04-07 07:00:34.25695723 +0000 UTC,563205800,STOLT YURI,ShipStaticData,9750218,9V8777,STOLT YURI,80,106,21,20,0,127,,7.4,SG SIN,4,3,1,0
2026-04-07 07:00:34.298881608 +0000 UTC,228468900,CMA CGM FORT JAMES,ShipStaticData,9966764,FNAC,CMA CGM FORT JAMES,79,111,157,22,22,268,44,13.5,SGSIN>IDJKT,4,6,23,0
2026-04-07 07:00:36.513065143 +0000 UTC,416252000,ASIA CEMENT NO.6,ShipStaticData,9112832,BLEZ,ASIA CEMENT NO.6,70,105,20,7,13,125,20,8.7,SIN PEBGA,3,26,1,0
2026-04-07 07:00:36.784875348 +0000 UTC,563111600,FUELNG BELLINA,ShipStaticData,9859636,9V6788,FUELNG BELLINA,80,94,26,5,15,120,20,5.3,SG-ARAFR,4,6,0,0
2026-04-07 07:00:39.292320815 +0000 UTC,405000444,AKIJ HARMONY,ShipStaticData,9636462,S2CY9,AKIJ HARMONY,70,171,29,15,21,200,36,6.5,SINGAPORE,4,5,7,2
2026-04-07 07:00:40.36555459 +0000 UTC,565257000,CNC 7,ShipStaticData,9407237,9V6964,CNC 7,80,26,17,6,6,43,12,3,AWPB,3,9,21,0
2026-04-07 07:00:40.499502337 +0000 UTC,563217300,HAFNIA PRECISION,ShipStaticData,9760213,9V7899,HAFNIA PRECISION,80,181,39,10,28,220,38,11.2,HORIZON OBH2>AEPA,4,7,9,0
2026-04-07 07:00:41.744751437 +0000 UTC,533130658,LG ASPHALT 2,ShipStaticData,9826885,9MWS7,LG ASPHALT 2,85,74,25,9,9,99,18,4.9,PEBGC SGSIN,3,29,4,0
2026-04-07 07:00:42.104408078 +0000 UTC,565996000,RADIANCE,ShipStaticData,9471434,9VJZ9,RADIANCE,80,84,16,8,10,100,18,4.6,P 35,2,0,0,0
2026-04-07 07:00:42.900277016 +0000 UTC,563041656,SC 2920 G,StaticDataReport,,,SC 2920 G,,0,0,0,0,,,,,,,,
2026-04-07 07:00:45.589229231 +0000 UTC,563848000,MERLION 28,ShipStaticData,9537238,9V2148,MERLION 28,80,55,8,3,10,63,13,4,CC01,4,5,2,0
2026-04-07 07:00:47.221018106 +0000 UTC,533131134,MOANA O AROHA,StaticDataReport,,,MOANA O AROHA,,0,0,0,0,,,,,,,,
2026-04-07 07:00:47.318152102 +0000 UTC,565263000,HORIZON 9,ShipStaticData,9732113,9V2413,HORIZON 9,40,18,20,4,5,38,9,1.5,SINGAPORE HFC,4,13,5,10
2026-04-07 07:00:50.954130316 +0000 UTC,563197000,BLISS,ShipStaticData,9501629,9V7510,BLISS,80,85,15,6,9,100,15,4.8,AWPA,4,5,15,30
2026-04-07 07:00:50.955321279 +0000 UTC,563087330,ATLANTIC ALBATROSS,StaticDataReport,,,ATLANTIC ALBATROSS,,0,0,0,0,,,,,,,,
2026-04-07 07:00:51.208043614 +0000 UTC,525101067,,StaticDataReport,,YCBN2,,0,69,5,7,10,74,17,,,,,,
2026-04-07 07:00:55.781592597 +0000 UTC,457282322,HAI SHENG 6 RRS,StaticDataReport,,,HAI SHENG 6 RRS,,0,0,0,0,,,,,,,,
2026-04-07 07:00:56.251582595 +0000 UTC,564743000,KST KIJANG,ShipStaticData,9189184,9V5708,KST KIJANG,52,11,17,4,5,28,9,4,SINGAPORE,6,18,11,0
2026-04-07 07:00:56.707718454 +0000 UTC,563270700,ONE STRENGTH,ShipStaticData,9976719,9V9622,ONE STRENGTH,70,117,219,10,41,336,51,12.7,SIN PEBG A,4,7,0,0
2026-04-07 07:00:56.731852242 +0000 UTC,525018042,,StaticDataReport,,YDA4306,,52,24,0,0,7,,,,,,,,
2026-04-07 07:00:57.828167092 +0000 UTC,518100675,PROGRESS 10,ShipStaticData,9213208,E5U3586,PROGRESS 10,80,94,21,9,7,115,16,4.8,SINGAPORE,3,11,6,0
2026-04-07 07:00:58.01842575 +0000 UTC,563079380,PENGUIN REFRESH,StaticDataReport,,,PENGUIN REFRESH,,0,0,0,0,,,,,,,,
2026-04-07 07:00:59.12716116 +0000 UTC,414732000,GUI CHI,ShipStaticData,9611656,BPGF,GUI CHI,80,151,33,22,10,184,32,7.5,SG PEBGC,4,7,2,15
2026-04-07 07:01:00.370350538 +0000 UTC,525501739,RADHIKA PANGESTU,ShipStaticData,8541270,YDBF3,RADHIKA PANGESTU,70,88,18,8,8,106,16,3,LAMONGAN,2,26,1,0
2026-04-07 07:01:01.248348404 +0000 UTC,563007650,,StaticDataReport,,9V6899,,52,20,5,3,3,25,6,,,,,,
2026-04-07 07:01:02.013133053 +0000 UTC,563030680,,StaticDataReport,,9V2867,,80,18,3,2,5,21,7,,,,,,
2026-04-07 07:01:02.279168223 +0000 UTC,525007049,TB SATRIA SRIS 5,StaticDataReport,,,TB SATRIA SRIS 5,,0,0,0,0,,,,,,,,
2026-04-07 07:01:02.7071815 +0000 UTC,538009287,BALTIMORE STAR,ShipStaticData,9440796,V7A4547,BALTIMORE STAR,70,194,68,23,9,262,32,10.1,SGSIN PEBGA,4,6,14,30
2026-04-07 07:01:02.740359655 +0000 UTC,636020835,SOFIA II,ShipStaticData,9364239,5LAY4,SOFIA II,9,194,35,20,22,229,42,8.2,SGSIN PEBGC,4,5,4,30
2026-04-07 07:01:03.69117268 +0000 UTC,563451000,ENTHRAL,ShipStaticData,9671888,9V5754,ENTHRAL,80,51,9,8,3,60,11,4.1,AEW,4,7,14,30
2026-04-07 07:01:04.486602131 +0000 UTC,563040383,,StaticDataReport,,,,37,5,5,5,5,10,10,,,,,,
2026-04-07 07:01:05.969274356 +0000 UTC,525023187,TERSUS BUMT,ShipStaticData,9043029,POKP,TERSUS BUMT,90,286,41,35,23,327,58,21,,0,0,24,60
2026-04-07 07:01:07.319810532 +0000 UTC,566052000,ASL MERCURY,ShipStaticData,9504712,9V7431,ASL MERCURY,31,6,20,6,6,26,12,2.2,SINGAPORE,1,5,12,59
2026-04-07 07:01:08.15497436 +0000 UTC,542659110,SEA WREN,StaticDataReport,,,SEA WREN,,0,0,0,0,,,,,,,,
2026-04-07 07:01:09.839831413 +0000 UTC,525101067,KENDHAGA NUSANTARA 7,ShipStaticData,9828273,YCBN2,KENDHAGA NUSANTARA 7,0,69,5,7,10,74,17,3.4,KUPANG,3,18,21,0
